ID товара	Название товара	Символьный код	Изображение товара	Раздел уровня 1	Раздел уровня 2	Раздел уровня 3	Раздел уровня 4	Раздел уровня 5	Цена МРЦ	Валюта цены МРЦ	Описание	Формат описания	Видео	Новинка	Доп. фото	Показать блок застраховано?	Артикул	Тип управления компрессором 	Максимальный расход воздуха	Макс. ток вентилятора	Гарантия	Исполнение	Мощность	Статическое давление вентилятора 	Холодопроизводительность	Холодопроизводительность	Теплопроизводительность	Потребляемая мощность (охлаждение)	Потребляемая мощность (обогрев)	Потребляемая мощность (макс.)	Номинальный ток	EER (коэффициент / класс)	SEER / Класс (коэффициент / класс)	COP (коэффициент / класс)	SCOP / Класс (коэффициент / класс)	Сезонная энергоэффективность, Вт/Вт (Охлаждение)	Сезонная энергоэффективность, Вт/Вт (Обогрев)	Класс энергоэффективности (режим охлаждения)	Пульт управления в комплекте	Класс энергоэффективности (режим обогрева)	Wi-fi	Зимний комплект	Рабочий ток (Охлаждение)	Рабочий ток (Обогрев)	Электропитание	Звуковое давление	Максимальное рабочее давление, Мпа	Максимальная длина фреонопровода	Сторона подключения	Максимальный перепад высот	Диаметр жидкостной трубы	Диаметр газовой трубы	Внешнее статическое давление	Вес декоративной панели	Варианты монтажа	Установка	Степень защиты	Параметры питающей сети	Максимальный ток при номинальном напряжении	Гидравлическое сопротивление испарителя, кПа	Количество вентиляторов	Расход воздуха	Тип компрессора	Количество компрессоров	Бренд компрессора	Класс электрозащиты	Цвет корпуса	SCOP (коэффициент/класс)	SEER (коэффициент/класс)	HP	Комплектация	Производительность подключаемого испарителя	Максимальный потребляемый ток	Максимальный перепад высот между наружным и внутренним блоками, когда внутренний блок ВЫШЕ наружного	Уровень звукового давления (высокая / средняя / низкая скорость)	Диаметр входной-выходной трубы	ДЕКОРАТИВНАЯ ПАНЕЛЬ	Максимальный перепад высот между ККБ и испарителем (ККБ ниже-выше)	Падение давления воды в теплообменнике	Максимальная длина между наружным и внутренним блоками	Расход воды	Максимальная суммарная длина фреонопровода	Максимальный перепад высот между наружным и внутренним блоками, когда внутренний блок НИЖЕ наружного	Максимальный перепад высот между внутренними блоками	Димаетр газовой трубы мм. (дюйм)	Диаметр маслоуравнивающей трубы	Площадь помещения	Диаметр жидкостной трубы мм. (дюйм)	Назначение	Количество контуров 	Максимальное количество подключаемых внутренних блоков	Уровень звукового давления	Хладагент	Диаметр подключения, мм	Объем холодильной камеры, м3	Минимальный KVS клапана	Осушение	Диаметр дренажной трубы: мм (дюйм)	Гарантированный диапазон рабочих температур наружного воздуха в режиме охлаждения	Гарантированный диапазон рабочих температур наружного воздуха в режиме обогрева	Заводская заправка хладагента	Заводская заправка хладагента R410a (до 5 м)	Дополнительная заправка хладагента	Модель внутреннего блока	Расход воздуха внутреннего блока	Уровень звукового давления внутреннего блока	Размеры внутреннего блока без упаковки (В х Ш х Г)	Размеры внутреннего блока в упаковке (В х Ш х Г)	Вес внутреннего блока без упаковки	Вес внутреннего блока в упаковке	Модель наружного блока	Расход воздуха наружного блока	Уровень звукового давления наружного блока	Размеры наружного блока в упаковке (В х Ш х Г)	Размеры наружного блока без упаковки (В х Ш х Г)	Вес наружного блока без упаковки	Вес наружного блока в упаковке	Размеры декоративной панели в упаковке (В х Ш х Г)	Размеры декоративной панели без упаковки (В х Ш х Г)	Вес декоративной панели в упаковке
483	Компрессорно-конденсаторный блок ON/OFF Energolux SCCU18C1BF	sccu18c1b	https://severcon.ru//upload/iblock/626/energolux.png	Системы кондиционирования	Компрессорно-конденсаторные блоки	Компрессорно-конденсаторный блок ON/OFF	Energolux SCCU-C1BF		1.00	RUB	"<ul>	<li>Эффективные спиральные компрессоры</li>	<li>	Заводская заправка хладагентом R410a</li>	<li>	Расширенная базовая комплектация</li>	<li>	Система диагностики, контроль тока компрессора, фазовый монитор (в трехфазных моделях)</li>	<li>	Защита по высокому давлению, от высокой температуры конденсации, вывод кодов ошибок (в моделях от 10кВт)</li>	<li>	Защита по низкому давлению (в моделях от 14кВт)</li>	<li>	Независимое управление контурами, регулирование производительности 0-50%-100% (для 2-х контурных моделей)</li></ul><br> <br>"	HTML		N	https://severcon.ru/	Y	SCCU18C1BF				12				05.мар			2,05																	1 фаза, 230 В, 50 Гц			20			6,35 (1/4)	12,7 (1/2)																					15					10												1		55	R410a						+18 ~ +46		0,86 кг													650х890?360	597х825?315	36,5	39,5			
484	Компрессорно-конденсаторный блок ON/OFF Energolux SCCU24C1BF	sccu24c1b	https://severcon.ru//upload/iblock/5b6/energolux.png	Системы кондиционирования	Компрессорно-конденсаторные блоки	Компрессорно-конденсаторный блок ON/OFF	Energolux SCCU-C1BF		1.00	RUB	"<ul>	<li>Эффективные спиральные компрессоры</li>	<li>	Заводская заправка хладагентом R410a</li>	<li>	Расширенная базовая комплектация</li>	<li>	Система диагностики, контроль тока компрессора, фазовый монитор (в трехфазных моделях)</li>	<li>	Защита по высокому давлению, от высокой температуры конденсации, вывод кодов ошибок (в моделях от 10кВт)</li>	<li>	Защита по низкому давлению (в моделях от 14кВт)</li>	<li>	Независимое управление контурами, регулирование производительности 0-50%-100% (для 2-х контурных моделей)</li></ul><br> <br>"	HTML		N	https://severcon.ru/	Y	SCCU24C1BF				12				07.янв			2,7																	1 фаза, 230 В, 50 Гц			20			9,52 (3/8)	12,7 (1/2)																					18					10												1		55	R410a						+18 ~ +46		1,35 кг													755х965?420	702х916?360	48,5	52			
485	Компрессорно-конденсаторный блок ON/OFF Energolux SCCU36C1BF	sccu36c1b	https://severcon.ru//upload/iblock/302/SCCU36_01.png	Системы кондиционирования	Компрессорно-конденсаторные блоки	Компрессорно-конденсаторный блок ON/OFF	Energolux SCCU-C1BF		1.00	RUB	"<ul>	<li>Эффективные спиральные компрессоры</li>	<li>	Заводская заправка хладагентом R410a</li>	<li>	Расширенная базовая комплектация</li>	<li>	Система диагностики, контроль тока компрессора, фазовый монитор (в трехфазных моделях)</li>	<li>	Защита по высокому давлению, от высокой температуры конденсации, вывод кодов ошибок (в моделях от 10кВт)</li>	<li>	Защита по низкому давлению (в моделях от 14кВт)</li>	<li>	Независимое управление контурами, регулирование производительности 0-50%-100% (для 2-х контурных моделей)</li></ul><br> <br>"	HTML		N	https://severcon.ru/	Y	SCCU36C1BF				12				10.май			4																	3 фазы и нейтраль, 380 В, 50 Гц						9,52 (3/8)	19,05 (3/4)																					10					20												1		56	R410a						+18 ~ +46		2,5  кг													1100х1120?435	967х1077?396	85,8	95,6			
486	Компрессорно-конденсаторный блок ON/OFF Energolux SCCU48C1BF	sccu48c1b	https://severcon.ru//upload/iblock/569/SCCU36_01.png	Системы кондиционирования	Компрессорно-конденсаторные блоки	Компрессорно-конденсаторный блок ON/OFF	Energolux SCCU-C1BF		1.00	RUB	"<ul>	<li>Эффективные спиральные компрессоры</li>	<li>	Заводская заправка хладагентом R410a</li>	<li>	Расширенная базовая комплектация</li>	<li>	Система диагностики, контроль тока компрессора, фазовый монитор (в трехфазных моделях)</li>	<li>	Защита по высокому давлению, от высокой температуры конденсации, вывод кодов ошибок (в моделях от 10кВт)</li>	<li>	Защита по низкому давлению (в моделях от 14кВт)</li>	<li>	Независимое управление контурами, регулирование производительности 0-50%-100% (для 2-х контурных моделей)</li></ul><br> <br>"	HTML		N	https://severcon.ru/	Y	SCCU48C1BF				12				14.0			5,2																	3 фазы и нейтраль, 380 В, 50 Гц						9,52 (3/8)	19,05 (3/4)																					12					20												1		56	R410a						+18 ~ +46		3 кг													1032х1307?443	987х1167?400	91,6	102			
487	Компрессорно-конденсаторный блок ON/OFF Energolux SCCU60C1BF	sccu60c1b	https://severcon.ru//upload/iblock/926/sccu60-01.png	Системы кондиционирования	Компрессорно-конденсаторные блоки	Компрессорно-конденсаторный блок ON/OFF	Energolux SCCU-C1BF		1.00	RUB	"<ul>	<li>Эффективные спиральные компрессоры</li>	<li>	Заводская заправка хладагентом R410a</li>	<li>	Расширенная базовая комплектация</li>	<li>	Система диагностики, контроль тока компрессора, фазовый монитор (в трехфазных моделях)</li>	<li>	Защита по высокому давлению, от высокой температуры конденсации, вывод кодов ошибок (в моделях от 10кВт)</li>	<li>	Защита по низкому давлению (в моделях от 14кВт)</li>	<li>	Независимое управление контурами, регулирование производительности 0-50%-100% (для 2-х контурных моделей)</li></ul><br> <br>"	HTML		N	https://severcon.ru/	Y	SCCU60C1BF				12				16			6,2																	3 фазы и нейтраль, 380 В, 50 Гц			30			9,52 (3/8)	19,05 (3/4)																					13					20												1		57	R410a						+18 ~ +46		3,05 кг													1032х1307?443	987х1167?400	96,6	107			
488	Компрессорно-конденсаторный блок ON/OFF Energolux SCCU75C1BF	sccu75c1b	https://severcon.ru//upload/iblock/c98/sccu75-01.png	Системы кондиционирования	Компрессорно-конденсаторные блоки	Компрессорно-конденсаторный блок ON/OFF	Energolux SCCU-C1BF		1.00	RUB	"<ul>	<li>Эффективные спиральные компрессоры</li>	<li>	Заводская заправка хладагентом R410a</li>	<li>	Расширенная базовая комплектация</li>	<li>	Система диагностики, контроль тока компрессора, фазовый монитор (в трехфазных моделях)</li>	<li>	Защита по высокому давлению, от высокой температуры конденсации, вывод кодов ошибок (в моделях от 10кВт)</li>	<li>	Защита по низкому давлению (в моделях от 14кВт)</li>	<li>	Независимое управление контурами, регулирование производительности 0-50%-100% (для 2-х контурных моделей)</li></ul><br> <br>"	HTML		N	https://severcon.ru/	Y	SCCU75C1BF				12				22			7,6																	3 фазы и нейтраль, 380 В, 50 Гц			50			9,52 (3/8)	22 (7/8)																					19,3					25/30												1		65	R410a						+18 ~ +46		5,4 кг													1060х1320?730	908х1260?700	171	190			
489	Компрессорно-конденсаторный блок ON/OFF Energolux SCCU96C1BF	sccu96c1b	https://severcon.ru//upload/iblock/2db/sccu75-01.png	Системы кондиционирования	Компрессорно-конденсаторные блоки	Компрессорно-конденсаторный блок ON/OFF	Energolux SCCU-C1BF		1.00	RUB	"<ul>	<li>Эффективные спиральные компрессоры</li>	<li>	Заводская заправка хладагентом R410a</li>	<li>	Расширенная базовая комплектация</li>	<li>	Система диагностики, контроль тока компрессора, фазовый монитор (в трехфазных моделях)</li>	<li>	Защита по высокому давлению, от высокой температуры конденсации, вывод кодов ошибок (в моделях от 10кВт)</li>	<li>	Защита по низкому давлению (в моделях от 14кВт)</li>	<li>	Независимое управление контурами, регулирование производительности 0-50%-100% (для 2-х контурных моделей)</li></ul><br> <br>"	HTML		N	https://severcon.ru/	Y	SCCU96C1BF				12				28			9,6																	3 фазы и нейтраль, 380 В, 50 Гц			50			9,52 (3/8)	25 (1)																					23,7					25/30												1		67	R410a						+18 ~ +46		6 кг													1060х1320?730	908х1260?700	185	202			
490	Компрессорно-конденсаторный блок ON/OFF Energolux SCCU120C1BF	sccu120c1b	https://severcon.ru//upload/iblock/818/sccu120-01.png	Системы кондиционирования	Компрессорно-конденсаторные блоки	Компрессорно-конденсаторный блок ON/OFF	Energolux SCCU-C1BF		1.00	RUB	"<ul>	<li>Эффективные спиральные компрессоры</li>	<li>	Заводская заправка хладагентом R410a</li>	<li>	Расширенная базовая комплектация</li>	<li>	Система диагностики, контроль тока компрессора, фазовый монитор (в трехфазных моделях)</li>	<li>	Защита по высокому давлению, от высокой температуры конденсации, вывод кодов ошибок (в моделях от 10кВт)</li>	<li>	Защита по низкому давлению (в моделях от 14кВт)</li>	<li>	Независимое управление контурами, регулирование производительности 0-50%-100% (для 2-х контурных моделей)</li></ul><br> <br>"	HTML		N	https://severcon.ru/	Y	SCCU120C1BF				12				35			12,6																	3 фазы и нейтраль, 380 В, 50 Гц			50			12,7 (1/2)	28,6 (1 1/8)																					28,5					25/30				50								1		69	R410a						+18 ~ +46		7,2 кг													1060х1320?730	908х1260?700	199	215			
491	Компрессорно-конденсаторный блок ON/OFF Energolux SCCU150C1BF	sccu150c1b	https://severcon.ru//upload/iblock/efc/sccu150-01.png	Системы кондиционирования	Компрессорно-конденсаторные блоки	Компрессорно-конденсаторный блок ON/OFF	Energolux SCCU-C1BF		1.00	RUB	"<ul>	<li>Эффективные спиральные компрессоры</li>	<li>	Заводская заправка хладагентом R410a</li>	<li>	Расширенная базовая комплектация</li>	<li>	Система диагностики, контроль тока компрессора, фазовый монитор (в трехфазных моделях)</li>	<li>	Защита по высокому давлению, от высокой температуры конденсации, вывод кодов ошибок (в моделях от 10кВт)</li>	<li>	Защита по низкому давлению (в моделях от 14кВт)</li>	<li>	Независимое управление контурами, регулирование производительности 0-50%-100% (для 2-х контурных моделей)</li></ul><br> <br>"	HTML		N	https://severcon.ru/	Y	SCCU150C1BF				12				45			17,6																	3 фазы и нейтраль, 380 В, 50 Гц			50			15,88 (5/8)	31,75 (1 1/4)																					47,9					25/30												1		70	R410a						+18 ~ +46		10 кг													1790х1305?820	1615х1250?765	288	308			
492	Компрессорно-конденсаторный блок ON/OFF Energolux SCCU180C1BF	sccu180c1b	https://severcon.ru//upload/iblock/fa5/sccu180-01.png	Системы кондиционирования	Компрессорно-конденсаторные блоки	Компрессорно-конденсаторный блок ON/OFF	Energolux SCCU-C1BF		1.00	RUB	"<ul>	<li>Эффективные спиральные компрессоры</li>	<li>	Заводская заправка хладагентом R410a</li>	<li>	Расширенная базовая комплектация</li>	<li>	Система диагностики, контроль тока компрессора, фазовый монитор (в трехфазных моделях)</li>	<li>	Защита по высокому давлению, от высокой температуры конденсации, вывод кодов ошибок (в моделях от 10кВт)</li>	<li>	Защита по низкому давлению (в моделях от 14кВт)</li>	<li>	Независимое управление контурами, регулирование производительности 0-50%-100% (для 2-х контурных моделей)</li></ul><br> <br>"	HTML		N	https://severcon.ru/	Y	SCCU180C1BF				12				53			16,8																	3 фазы и нейтраль, 380 В, 50 Гц			50			12,7 (1/2) х 2	25 (1) х 2																					45,2					30												2		73	R410a						+18 ~ +46		11 кг													1272х1844?924	1245х1825?899	403	415			
493	Компрессорно-конденсаторный блок ON/OFF Energolux SCCU210C1BF	sccu210c1b	https://severcon.ru//upload/iblock/d86/sccu180-01.png	Системы кондиционирования	Компрессорно-конденсаторные блоки	Компрессорно-конденсаторный блок ON/OFF	Energolux SCCU-C1BF		1.00	RUB	"<ul>	<li>Эффективные спиральные компрессоры</li>	<li>	Заводская заправка хладагентом R410a</li>	<li>	Расширенная базовая комплектация</li>	<li>	Система диагностики, контроль тока компрессора, фазовый монитор (в трехфазных моделях)</li>	<li>	Защита по высокому давлению, от высокой температуры конденсации, вывод кодов ошибок (в моделях от 10кВт)</li>	<li>	Защита по низкому давлению (в моделях от 14кВт)</li>	<li>	Независимое управление контурами, регулирование производительности 0-50%-100% (для 2-х контурных моделей)</li></ul><br> <br>"	HTML		N	https://severcon.ru/	Y	SCCU210C1BF				12				61			19																	3 фазы и нейтраль, 380 В, 50 Гц						12,7 (1/2) х 2	25 (1) х 2																					51					30												2		76	R410a						+18 ~ +46		12,4 кг													1272х1844?924	1245х1825?899	413	424			
494	Компрессорно-конденсаторный блок ON/OFF Energolux SCCU240C1BF	sccu240c1b	https://severcon.ru//upload/iblock/682/sccu240-01.png	Системы кондиционирования	Компрессорно-конденсаторные блоки	Компрессорно-конденсаторный блок ON/OFF	Energolux SCCU-C1BF		1.00	RUB	"<ul>	<li>Эффективные спиральные компрессоры</li>	<li>	Заводская заправка хладагентом R410a</li>	<li>	Расширенная базовая комплектация</li>	<li>	Система диагностики, контроль тока компрессора, фазовый монитор (в трехфазных моделях)</li>	<li>	Защита по высокому давлению, от высокой температуры конденсации, вывод кодов ошибок (в моделях от 10кВт)</li>	<li>	Защита по низкому давлению (в моделях от 14кВт)</li>	<li>	Независимое управление контурами, регулирование производительности 0-50%-100% (для 2-х контурных моделей)</li></ul><br> <br>"	HTML		N	https://severcon.ru/	Y	SCCU240C1BF				12				70			22																	3 фазы и нейтраль, 380 В, 50 Гц			50			12,7 (1/2) х 2	25 (1) х 2																					56,5					30												2		76	R410a						+18 ~ +46		17 кг													1275х2168?1105	1260х2158?1082	508	523			
495	Компрессорно-конденсаторный блок ON/OFF Energolux SCCU360C1BF	sccu360c1b	https://severcon.ru//upload/iblock/9ce/sccu360-01.png	Системы кондиционирования	Компрессорно-конденсаторные блоки	Компрессорно-конденсаторный блок ON/OFF	Energolux SCCU-C1BF		1.00	RUB	"<ul>	<li>Эффективные спиральные компрессоры</li>	<li>	Заводская заправка хладагентом R410a</li>	<li>	Расширенная базовая комплектация</li>	<li>	Система диагностики, контроль тока компрессора, фазовый монитор (в трехфазных моделях)</li>	<li>	Защита по высокому давлению, от высокой температуры конденсации, вывод кодов ошибок (в моделях от 10кВт)</li>	<li>	Защита по низкому давлению (в моделях от 14кВт)</li>	<li>	Независимое управление контурами, регулирование производительности 0-50%-100% (для 2-х контурных моделей)</li></ul><br> <br>"	HTML		N	https://severcon.ru/	Y	SCCU360C1BF				12				105			28																	3 фазы и нейтраль, 380 В, 50 Гц			50			12,7 (1/2) х 2	25 (1) х 2																					71,8					30												2		78	R410a						+18 ~ +46		18 кг													1686х2168?1105	1669х2158?1082	570	582			
496	Настенный фанкойл Energolux SFW250A1	sfw250a1	https://severcon.ru//upload/iblock/6dc/sfw-04.png	Системы кондиционирования	Фанкойлы	Фанкойлы ENERGOLUX	Настенные фанкойлы	SFW А1	1.00	RUB	"<p>	 Эстетичный дизайн настенных фанкойлов ENERGOLUX позволяет устанавливать их в&nbsp, помещениях с самым привередливым дизайном. Благодаря встроенному трехходовому клапану с приводом установка блока становится значительно легче и удобнее, что позволяет сэкономить время монтажных работ.</p><p>	 Радиальный вентилятор и сдвоенные жалюзи равномерно и тихо распределяют воздушный поток.</p><p>	 Легкосъемный фильтр поставляется в комплекте.</p><p>	 Для центрального управления и диспетчеризации не требуются дополнительные адаптеры, достаточно центрального контроллера SCC01M1 или BMS-шлюза.</p><h3>Преимущества:<br> </h3><ul>	<li>Встроенный трехходовой клапан с приводом</li>	<li>	Фильтр в комплекте</li>	<li>	Низкий уровень шума от 20 дБ(А)</li>	<li>	Глубина фанкойла 210 мм.</li>	<li>	Инфракрасный пульт (в комплекте)</li>	<li>	Проводной пульт (опция)</li>	<li>	Подключение к центральному пульту управления</li>	<li>	Подключение к системам BMS&nbsp,</li></ul> <br> <br> <br>"	HTML		N	https://severcon.ru/	Y	SFW250A1				12					2,2 / 1,84 / 1,65	3,02 / 2,6 / 2,23			0,028															1 фаза, 230 В, 50 Гц																															03.апр			12		378																	20							425/360/320	30/24/20	210х915х290	300х1020х385	12	16										
497	Настенный фанкойл Energolux SFW300A1	sfw300a1	https://severcon.ru//upload/iblock/c6e/sfw-04.png	Системы кондиционирования	Фанкойлы	Фанкойлы ENERGOLUX	Настенные фанкойлы	SFW А1	1.00	RUB	"<p>	 Эстетичный дизайн настенных фанкойлов ENERGOLUX позволяет устанавливать их в&nbsp, помещениях с самым привередливым дизайном. Благодаря встроенному трехходовому клапану с приводом установка блока становится значительно легче и удобнее, что позволяет сэкономить время монтажных работ.</p><p>	 Радиальный вентилятор и сдвоенные жалюзи равномерно и тихо распределяют воздушный поток.</p><p>	 Легкосъемный фильтр поставляется в комплекте.</p><p>	 Для центрального управления и диспетчеризации не требуются дополнительные адаптеры, достаточно центрального контроллера SCC01M1 или BMS-шлюза.</p><h3>Преимущества:<br> </h3><ul>	<li>Встроенный трехходовой клапан с приводом</li>	<li>	Фильтр в комплекте</li>	<li>	Низкий уровень шума от 20 дБ(А)</li>	<li>	Глубина фанкойла 210 мм.</li>	<li>	Инфракрасный пульт (в комплекте)</li>	<li>	Проводной пульт (опция)</li>	<li>	Подключение к центральному пульту управления</li>	<li>	Подключение к системам BMS&nbsp,</li></ul><br><br> <br>"	HTML		N	https://severcon.ru/	Y	SFW300A1				12					2,64 / 2,24 / 2,05	3,69 / 3,25 / 2,77			0,04															1 фаза, 230 В, 50 Гц																															03.апр			18		454																	20							510/430/380	35/29/24	210х915х290	300х1020х385	12	16										
