ID товара	Название товара	Символьный код	Изображение товара	Раздел уровня 1	Раздел уровня 2	Раздел уровня 3	Раздел уровня 4	Раздел уровня 5	Цена МРЦ	Валюта цены МРЦ	Описание	Формат описания	Видео	Новинка	Доп. фото	Показать блок застраховано?	Артикул	Тип управления компрессором 	Максимальный расход воздуха	Макс. ток вентилятора	Гарантия	Исполнение	Мощность	Статическое давление вентилятора 	Холодопроизводительность	Холодопроизводительность	Теплопроизводительность	Потребляемая мощность (охлаждение)	Потребляемая мощность (обогрев)	Потребляемая мощность (макс.)	Номинальный ток	EER (коэффициент / класс)	SEER / Класс (коэффициент / класс)	COP (коэффициент / класс)	SCOP / Класс (коэффициент / класс)	Сезонная энергоэффективность, Вт/Вт (Охлаждение)	Сезонная энергоэффективность, Вт/Вт (Обогрев)	Класс энергоэффективности (режим охлаждения)	Пульт управления в комплекте	Класс энергоэффективности (режим обогрева)	Wi-fi	Зимний комплект	Рабочий ток (Охлаждение)	Рабочий ток (Обогрев)	Электропитание	Звуковое давление	Максимальное рабочее давление, Мпа	Максимальная длина фреонопровода	Сторона подключения	Максимальный перепад высот	Диаметр жидкостной трубы	Диаметр газовой трубы	Внешнее статическое давление	Вес декоративной панели	Варианты монтажа	Установка	Степень защиты	Параметры питающей сети	Максимальный ток при номинальном напряжении	Гидравлическое сопротивление испарителя, кПа	Количество вентиляторов	Расход воздуха	Тип компрессора	Количество компрессоров	Бренд компрессора	Класс электрозащиты	Цвет корпуса	SCOP (коэффициент/класс)	SEER (коэффициент/класс)	HP	Комплектация	Производительность подключаемого испарителя	Максимальный потребляемый ток	Максимальный перепад высот между наружным и внутренним блоками, когда внутренний блок ВЫШЕ наружного	Уровень звукового давления (высокая / средняя / низкая скорость)	Диаметр входной-выходной трубы	ДЕКОРАТИВНАЯ ПАНЕЛЬ	Максимальный перепад высот между ККБ и испарителем (ККБ ниже-выше)	Падение давления воды в теплообменнике	Максимальная длина между наружным и внутренним блоками	Расход воды	Максимальная суммарная длина фреонопровода	Максимальный перепад высот между наружным и внутренним блоками, когда внутренний блок НИЖЕ наружного	Максимальный перепад высот между внутренними блоками	Димаетр газовой трубы мм. (дюйм)	Диаметр маслоуравнивающей трубы	Площадь помещения	Диаметр жидкостной трубы мм. (дюйм)	Назначение	Количество контуров 	Максимальное количество подключаемых внутренних блоков	Уровень звукового давления	Хладагент	Диаметр подключения, мм	Объем холодильной камеры, м3	Минимальный KVS клапана	Осушение	Диаметр дренажной трубы: мм (дюйм)	Гарантированный диапазон рабочих температур наружного воздуха в режиме охлаждения	Гарантированный диапазон рабочих температур наружного воздуха в режиме обогрева	Заводская заправка хладагента	Заводская заправка хладагента R410a (до 5 м)	Дополнительная заправка хладагента	Модель внутреннего блока	Расход воздуха внутреннего блока	Уровень звукового давления внутреннего блока	Размеры внутреннего блока без упаковки (В х Ш х Г)	Размеры внутреннего блока в упаковке (В х Ш х Г)	Вес внутреннего блока без упаковки	Вес внутреннего блока в упаковке	Модель наружного блока	Расход воздуха наружного блока	Уровень звукового давления наружного блока	Размеры наружного блока в упаковке (В х Ш х Г)	Размеры наружного блока без упаковки (В х Ш х Г)	Вес наружного блока без упаковки	Вес наружного блока в упаковке	Размеры декоративной панели в упаковке (В х Ш х Г)	Размеры декоративной панели без упаковки (В х Ш х Г)	Вес декоративной панели в упаковке
1020	Стандартный 4-х поточный кассетный внутренний блок VRF-систем Energolux SMZC17V2AI	smzc17v2ai	https://severcon.ru//upload/iblock/c99/smzc_kassetnyy.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	СТАНДАРТ. 4-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Подмес свежего воздуха<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/07f/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZC17V2AI								5		5,6	0,05	0,05														0,2	0,2	1 фаза, 230 В, 50 Гц						6,35 (1/4)	12,7 (1/2)		7																					36/34/31		SCP17G1																					?25						SMZC17V2AI			190x840x840	272x963x963	22,5	29,5							кг	133x1038x1033	65x950x950	11
1021	Стандартный 4-х поточный кассетный внутренний блок VRF-систем Energolux SMZC18V2AI	smzc18v2ai	https://severcon.ru//upload/iblock/fad/smzc_kassetnyy.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	СТАНДАРТ. 4-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Подмес свежего воздуха<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/238/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZC18V2AI								5,6		6,3	0,059	0,059														0,3	0,3	1 фаза, 230 В, 50 Гц						9,52 (3/8)	15,88 (5/8)		7																					37/35/32		SCP17G1								15,88 (5/8)			9,52 (3/8)										?25									240x840x840	325x963x963	26,5	34,5								133x1038x1033	65x950x950	11
1022	Стандартный 4-х поточный кассетный внутренний блок VRF-систем Energolux SMZC21V2AI	smzc21v2ai	https://severcon.ru//upload/iblock/9bc/smzc_kassetnyy.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	СТАНДАРТ. 4-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Подмес свежего воздуха<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/cf3/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZC21V2AI								6,3		7,1	0,059	0,059														0,3	0,3	1 фаза, 230 В, 50 Гц						9,52 (3/8)	15,88 (5/8)		7																					37/35/32		SCP17G1																					?25						SMZC21V2AI			240x840x840	325x963x963	26,5	34,5								133x1038x1033	65x950x950	11
1023	Стандартный 4-х поточный кассетный внутренний блок VRF-систем Energolux SMZC24V2AI	energolux-smzc24v2ai	https://severcon.ru//upload/iblock/87f/smzc_kassetnyy.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	СТАНДАРТ. 4-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Подмес свежего воздуха<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/b47/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZC24V2AI								7,1		8	0,068	0,068																1 фаза, 230 В, 50 Гц						9,52 (3/8)	15,88 (5/8)		7																					38/36/33		SCP17G1																					?25						SMZC24V2AI			240x840x840	325x963x963	26,5	34,5								133x1038x1033	65x950x950	11
1024	Стандартный 4-х поточный кассетный внутренний блок VRF-систем Energolux SMZC28V2AI	smzc28v2ai	https://severcon.ru//upload/iblock/2ab/smzc_kassetnyy.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	СТАНДАРТ. 4-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Подмес свежего воздуха<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/933/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZC28V2AI								8		9	0,068	0,068														0,3	0,3	1 фаза, 230 В, 50 Гц						9,52 (3/8)	15,88 (5/8)		7																					38/36/33		SCP17G1								15,88 (5/8)			9,52 (3/8)										?25						SMZC28V2AI			240x840x840	325x963x963	26,5	34,5								133x1038x1033	65x950x950	11
1025	Стандартный 4-х поточный кассетный внутренний блок VRF-систем Energolux SMZC30V2AI	smzc30v2ai	https://severcon.ru//upload/iblock/001/smzc_kassetnyy.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	СТАНДАРТ. 4-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Подмес свежего воздуха<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br> Интеграция в ""Умный дом"" <br> <br><p>	Energolux SMZH18V2AI – инверторный внутренний блок кассетного типа, предназначенный для мультизональной системы кондиционирования. Основная функция данной модели – охлаждение и обогрев воздуха в большом помещении площадью до 90 м?.</p><p>	Кондиционер создан всемирно известной швейцарской компанией Energolux, занимающей позицию лидера в области разработки и производства современной климатической техники.</p><p>	В кассетной сплит-системе SMZH18V2AI разработчики воплотили передовые технологии, в числе которых:</p><ul>	<li>Подмес свежего воздуха,</li>	<li>Интеллектуальный дисплей,</li>	<li>24-часовой таймер, </li>	<li>Режим IFEEL, </li>	<li>Энергонезависимая память,</li>	<li>Самодиагностика. </li></ul><p>	Данная модель отличается эстетичным дизайном и низким уровнем шума. Кондиционер оснащается моющимся фильтром с индикатором загрязнения и дренажным насосом.</p><h2>Преимущества покупки кондиционера в SEVERCON </h2><p>	Компания SEVERCON является обладателем эксклюзивного контракта с производиетлем Energolux и гарантирует своим клиентам такие преимущества сотрудничества, как:</p><ul>	<li>Безупречное качество поставляемой продукции, </li>	<li>Быстрая доставка в любую точку Москвы и другие регионы РФ, </li>	<li>Круглосуточная поддержка в режиме онлайн,</li>	<li>Гарантия на данную модель – 3 года. </li></ul><p>	Приглашаем Вас к сотрудничеству!</p> <br>"	HTML		N	https://severcon.ru//upload/iblock/9ea/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZC30V2AI								9		10	0,098	0,098														0,4	0,4	1 фаза, 230 В, 50 Гц						9,52 (3/8)	15,88 (5/8)		7																					40/37/35		SCP17G1																					?25						SMZC30V2AI			320x840x840	409x963x963	32,5	40								133x1038x1033	65x950x950	11
1026	Стандартный 4-х поточный кассетный внутренний блок VRF-систем Energolux SMZC34V2AI	smzc34v2ai	https://severcon.ru//upload/iblock/299/smzc_kassetnyy.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	СТАНДАРТ. 4-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Подмес свежего воздуха<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/1fa/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZC34V2AI								10		11,2	0,098	0,098														0,4	0,4	1 фаза, 230 В, 50 Гц						9,52 (3/8)	15,88 (5/8)		7																					40/37/35		SCP17G1																					?25						SMZC34V2AI			320x840x840	409x963x963	32,5	40								133x1038x1033	65x950x950	11
1027	Стандартный 4-х поточный кассетный внутренний блок VRF-систем Energolux SMZC36V2AI	smzc36v2ai	https://severcon.ru//upload/iblock/add/smzc_kassetnyy.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	СТАНДАРТ. 4-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Подмес свежего воздуха<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/1fd/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZC36V2AI								11,2		12,5	0,11	0,11														0,5	0,5	1 фаза, 230 В, 50 Гц						9,52 (3/8)	15,88 (5/8)		7																					41/38/36		SCP17G1																					?25						SMZC36V2AI			320x840x840	409x963x963	32,5	40								133x1038x1033	65x950x950	11
1028	Стандартный 4-х поточный кассетный внутренний блок VRF-систем Energolux SMZC43V2AI	smzc43v2ai	https://severcon.ru//upload/iblock/fac/smzc_kassetnyy.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	СТАНДАРТ. 4-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Подмес свежего воздуха<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/dd1/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZC43V2AI								12,5		14	0,11	0,11														0,5	0,5	1 фаза, 230 В, 50 Гц						9,52 (3/8)	15,88 (5/8)		7																					43/41/38		SCP17G1																					?25						SMZC43V2AI			320x840x840	409x963x963	32,5	40								133x1038x1033	65x950x950	11
1029	Стандартный 4-х поточный кассетный внутренний блок VRF-систем Energolux SMZC48V2AI	smzc48v2ai	https://severcon.ru//upload/iblock/3e8/smzc_kassetnyy.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	СТАНДАРТ. 4-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Подмес свежего воздуха<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/d2a/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZC48V2AI								14		16	0,11	0,11														0,5	0,5	1 фаза, 230 В, 50 Гц						9,52 (3/8)	15,88 (5/8)		7																					43/41/38		SCP17G1																					?25						SMZC48V2AI			320x840x840	409x963x963	32,5	40								133x1038x1033	65x950x950	11
1030	Стандартный 4-х поточный кассетный внутренний блок VRF-систем Energolux SMZC60V2AI	smzc60v2ai	https://severcon.ru//upload/iblock/03d/smzc_kassetnyy.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	СТАНДАРТ. 4-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Подмес свежего воздуха<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/4da/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZC60V2AI								16		17,5	0,13	0,13														0,6	0,6	1 фаза, 230 В, 50 Гц						9,52 (3/8)	19,05 (3/4)		7,5																					47/44/42		SCP18G1																					?25									293x910x910	375x993x1023	46,5	56,5								140x1137x1137	65x1040x1040	11,5
1031	Двух поточный кассетный внутренний блок VRF-систем Energolux SMZ2C09V2AI	smz2c09v2ai	https://severcon.ru//upload/iblock/388/smz_kassetnyy-dvukhpotochnyy.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	2-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/d6f/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZ2C09V2AI								2,8		3,2	0,055	0,055														0,3	0,3	1 фаза, 230 В, 50 Гц						6,35 (1/4)	9,52 (3/8)		7																					35/32/29		SCP19G1																					?25						SMZ2C09V2AI			315x1200x520	430x1523x658	43	54								120x1523x658	33x1443x630	11
1032	Двух поточный кассетный внутренний блок VRF-систем Energolux SMZ2C12V2AI	smz2c12v2ai	https://severcon.ru//upload/iblock/830/smz_kassetnyy-dvukh.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	2-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/853/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZ2C12V2AI								3,6		4	0,055	0,055														0,3	0,3	1 фаза, 230 В, 50 Гц						6,35 (1/4)	12,7 (1/2)		7																					35/32/29		SCP19G1																					?25						SMZ2C12V2AI			315x1200x520	430x1523x658	43	54								120x1578x768	33x1443x630	11
1033	Двух поточный кассетный внутренний блок VRF-систем Energolux SMZ2C16V2AI	smz2c16v2ai	https://severcon.ru//upload/iblock/ef3/smz_kassetnyy-dvukh.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	2-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/57b/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZ2C16V2AI								4,5		5	0,055	0,055														0,3	0,3	1 фаза, 230 В, 50 Гц						6,35 (1/4)	12,7 (1/2)		7																					35/32/29		SCP19G1																					?25						SMZ2C16V2AI			315x1200x520	430x1523x658	43	54								120x1578x768	33x1443x630	11
1034	Двух поточный кассетный внутренний блок VRF-систем Energolux SMZ2C17V2AI	smz2c17v2ai	https://severcon.ru//upload/iblock/f5e/smz_kassetnyy-dvukh.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	2-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/5fa/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZ2C17V2AI								5		5,6	0,055	0,055														0,3	0,3	1 фаза, 230 В, 50 Гц						6,35 (1/4)	12,7 (1/2)		7																					35/32/29		SCP19G1																					?25						SMZ17V2AI			315x1200x520	430x1523x658	43	54								120x1578x768	33x1443x630	11
1035	Двух поточный кассетный внутренний блок VRF-систем Energolux SMZ2C18V2AI	smz2c18v2ai	https://severcon.ru//upload/iblock/d76/smz_kassetnyy-dvukh.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	2-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/b2f/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZ2C18V2AI								5,6		6,3	0,103	0,103														0,7	0,7	1 фаза, 230 В, 50 Гц						9,52 (3/8)	15,88 (5/8)		7																					39/36/33		SCP19G1																					?25						SMZ2C18V2AI			315x1200x520	430x1523x658	46	56								120x1578x768	33x1443x630	11
1036	Двух поточный кассетный внутренний блок VRF-систем Energolux SMZ2C21V2AI	smz2c21v2ai	https://severcon.ru//upload/iblock/1bd/smz_kassetnyy-dvukh.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	2-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/ee3/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZ2C21V2AI								6,3		7,1	0,103	0,103														0,7	0,7	1 фаза, 230 В, 50 Гц						9,52 (3/8)	15,88 (5/8)		7																					39/36/33		SCP19G1																					?25						SMZ2C21V2AI			315x1200x520	430x1523x658	46	56								120x1578x768	33x1443x630	11
1037	Двух поточный кассетный внутренний блок VRF-систем Energolux SMZ2C24V2AI	smz2c24v2ai	https://severcon.ru//upload/iblock/6c7/smz_kassetnyy-dvukh.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	2-Х ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/0bb/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZ2C24V2AI								7,1		8	0,103	0,103														0,7	0,7	1 фаза, 230 В, 50 Гц						9,52 (3/8)	15,88 (5/8)		7																					39/36/33		SCP19G1																					?25						SMZ2C24V2AI			315x1200x520	430x1523x658	46	56								120x1578x768	33x1443x630	11
1038	Одно поточный кассетный внутренний блок VRF-систем Energolux SMZ1C07V2AI	smz1c07v2ai	https://severcon.ru//upload/iblock/544/smz_kassetnyy-odno.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	1-НА ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/402/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZ1C07V2AI								2,2		2,5	0,03	0,03														0,2	0,2	1 фаза, 230 В, 50 Гц						6,35 (1/4)	9,52 (3/8)		4,2																					36/32/28		SCP20G1																					?25						SMZ1C07V2AI			178x987x385	310x1307x501	20	27								118x1265x536	55x1200x460	6
1039	Одно поточный кассетный внутренний блок VRF-систем Energolux SMZ1C09V2AI	smz1c09v2ai	https://severcon.ru//upload/iblock/d5b/smz_kassetnyy-odno.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	1-НА ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/223/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZ1C09V2AI								2,8		3,2	0,03	0,03														0,2	0,2	1 фаза, 230 В, 50 Гц						6,35 (1/4)	9,52 (3/8)		4,2																					36/32/28		SCP20G1																					?25						SMZ1C09V2AI			178x987x385	310x1307x501	20	27								118x1265x536	55x1200x460	6
1040	Одно поточный кассетный внутренний блок VRF-систем Energolux SMZ1C12V2AI	smz1c12v2ai	https://severcon.ru//upload/iblock/9ef/smz_kassetnyy-odno.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	1-НА ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/1b7/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZ1C12V2AI								3,6		4	0,03	0,03														0,2	0,2	1 фаза, 230 В, 50 Гц						6,35 (1/4)	12,7 (1/2)		4,2																					36/32/28		SCP20G1																					?25						 SMZ1C12V2AI			178x987x385	310x1307x501	20	27								118x1265x536	55x1200x460	6
1041	Одно поточный кассетный внутренний блок VRF-систем Energolux SMZ1C16V2AI	smz1c16v2ai	https://severcon.ru//upload/iblock/fd5/smz_kassetnyy-odno.png	Системы кондиционирования	Мультизональные системы	Кассетные внутренние блоки	1-НА ПОТОЧНЫЕ БЛОКИ SMZ II		1.00	RUB	"Моющийся фильтр<br> Индикатор загрязнения фильтра<br> Дренажный насос<br> Турборежим<br> Комфортный сон<br> 24-часовой таймер<br> Интеллектуальный дисплей<br> Режим IFEEL<br> Блокировка кнопок пульта<br> Энергонезависимая память<br> Самодиагностика<br> Внешнее управление<br>Интеграция в ""Умный дом"""	HTML		N	https://severcon.ru//upload/iblock/119/BVRF_1F-Pult-upravleniya-besprovodnoy.png	Y	SMZ1C16V2AI								4,5		5	0,045	0,045														0,3	0,3	1 фаза, 230 В, 50 Гц						6,35 (1/4)	12,7 (1/2)		4,2																					40/35/30		SCP20G1																					?25						SMZ1C16V2AI			178x987x385	310x1307x501	21	28,5								118x1265x536	55x1200x460	6
